media_type,post_url,likes,caption
image,https://www.instagram.com/p/C3qEvrcxLe3/?img_index=1,115164,"warm + toasty 🍞  the lip tints are back on february 27th, get a taste of why we love them: 🧈treatment + tint in one 🧈4 sheer-but-buildable shades 🧈plumps and hydrates with shea butter + peptides 🧈melts onto lips with a sheer glossy finish"
video,https://www.instagram.com/p/C3nnPkKRvWL/,97696,lip tint try on 🫶  our sheer-but-buildable formula that leaves lips glossy and hydrated with a hint of tint. in 4 core colors:  ☕️ espresso - rich brown 🍞 toast - rose taupe 🍷 raspberry jelly - crushed berry 🩰 ribbon - sheer pink  coming back on february 27th at 9am PT 🎀
image,https://www.instagram.com/p/C3k7wnpR-P8/,50825,"more than a gloss. our lip essentials aren’t only high-shine, they’re also packed with high-performance ingredients to hydrate, nourish, and replenish dry skin.  ✨shea butter is a powerful emollient that hydrates + moisturizes with 5 essential fatty acids (including vitamins e, d, a, and allantoin) ✨vitamin c is rich in antioxidants that helps brighten + defend your lips against damage from the elements  p.s. our lip treatments in salted caramel, watermelon slice, and unscented are available now + the lip tints will be back february 27th at 9am PT 🩰☕️🍞🍷"
image,https://www.instagram.com/p/C3ibJDRRUUF/,48607,rhode ingredients: peptides 👄  your lips deserve just as much care as your skin and peptides are the powerhouse ingredient to keep them smooth and plump.  find them in our peptide lip treatments + tints 🎀
image,https://www.instagram.com/p/C3fxaNVO5p4/?img_index=1,113502,call me 📱  the lip case and lip tints are launching together on february 27th at 9am PT. join the waitlist at rhodeskin.com ♡
image,https://www.instagram.com/p/C3dMpizuOi2/,129751,sweet saturday mornings 🥞
image,https://www.instagram.com/p/C3apRLGRbr6/?img_index=1,9003,"LOOM x rhode futures foundation  this year, rhode futures foundation is focused on breaking down barriers in women’s health. we’re supporting organizations and initiatives that equip women with the education and care they deserve — from advancing reproductive healthcare access to improving maternal health outcomes.  we’ve partnered with @learnwithloom, a free, comprehensive educational resource that promotes health literacy among women and girls. meet LOOM’s co-founder @ericachidi, who shares why she created the app and ways to advance health equity.  LOOM is accessible to anyone, anytime you need. download it now on iOS 🤍"
image,https://www.instagram.com/p/C3YDqlmRnB0/?img_index=1,191667,juicy red 🍷 peptide lip tint in shade raspberry jelly. a sheer-but-buildable color that melts onto lips with a crushed berry finish.  back in stock february 27th. only at rhodeskin.com 💋
image,https://www.instagram.com/p/C3VfeKaxgKA/?img_index=1,131002,rhode crush 🌹
image,https://www.instagram.com/p/C3S65U_RzM5/?img_index=1,459976,"1-800-rhode. meet the lip case. compatible with iphone + your favorite peptide lip tint or treatment 🎀  + the lip tints are finally coming back. 4 sheer-but-buildable shades that melt onto lips for a rich, glossy finish.  launching together on february 27th at 9am PT. join the waitlist at rhodeskin.com 🫶"
image,https://www.instagram.com/p/C3SynlXrbT0/,244124,"text, treat, tint. peptide lip tints are coming back, plus something cute to hold them 👀📱"
video,https://www.instagram.com/p/C3QmoxSvH9o/,34064,"chatting all things rhode, beauty, and skincare with @haileybieber + @bonitravo 🫧✨"
video,https://www.instagram.com/p/C3PLuxfO04m/,87338,mid-game touch up 👀📱🎀✨ @haileybieber
image,https://www.instagram.com/p/C3LLMFSRwK1/?img_index=1,40254,step-by-step with pineapple refresh 🫧
image,https://www.instagram.com/p/C3I5AREPMQ9/?img_index=1,13718,"rhode restore: eczema. @therudiberry shares her journey with eczema and how glazing milk’s nutrient-rich formula helps soothe irritation and hydrate the skin while providing real results ☁️ + it has just received the National Eczema Association’s Seal of Acceptance™!  to receive this Seal, glazing milk passed the strict standards established by the NEA’s panel of leading dermatologists, allergists, and eczema experts – and underwent testing for sensitivity, irritation, and toxicity, along with a review of ingredients + formulation data.  we’re honored to receive this recognition 🤍 add glazing milk to your routine, only at rhodeskin.com"
video,https://www.instagram.com/p/C3GBfVMRehJ/,16539,wash away the day 🫧 @lauragalebe puts our pineapple refresh cleanser to the test 👀
image,https://www.instagram.com/p/C3Dd5cgxz4s/?img_index=1,26697,through the week ft. peptide lip treatment 🫶 our on-the-go essential for all day lip hydration.
video,https://www.instagram.com/p/C3A6I9gpWPh/?img_index=1,31791,a winter morning with @xoxotsumi + her rhode essentials.
image,https://www.instagram.com/p/C27vplqRhO0/,32163,meet the rhode ingredient you should know about — next-gen hyaluronic acid (HA).  find it in our pineapple refresh formula. only at rhodeskin.com 🍍
video,https://www.instagram.com/p/C25LmxixjZf/,57223,rhode textures 🫧🥛🍯☁️✨  the full rhode routine is now at rhodeskin.com 🫶
image,https://www.instagram.com/p/C22ljuDxxDv/?img_index=1,47823,saves from our pineapple refresh shoot 🍍
image,https://www.instagram.com/p/C2x6sDwSKG8/?img_index=1,11939,"from day one, rhode futures foundation has been focused on supporting organizations that actively dismantle the barriers that impede women* in their careers and limit their access to healthcare, while supporting them in the pursuit of their long-term goals.  thanks to your support and the incredible work of our partners, let’s review just some of the highlights from the work we did together in 2023. for more information, check out the full report on rhodeskin.com  stay tuned for more on rhode futures in 2024 🤍 we’re excited to share more in the coming weeks.  *for all women, including non-binary, trans, non-cis, and all women-identified persons."
image,https://www.instagram.com/p/C2u2R2rrBmI/?img_index=1,35148,"your year-round cleanser for bouncy, soft, hydrated skin: pineapple refresh 🍍  & that’s a wrap for the rhode calendar girls 💛 ending our 2024 rollout with @haileybieber + @biancakeii for december 🌴✨"
image,https://www.instagram.com/p/C2sTAfoxw26/,26595,"lather. rinse. refresh. glow.  pineapple refresh, our new daily PGA cleanser, just arrived. only at rhodeskin.com 🫧🫶"
image,https://www.instagram.com/p/C2psv_lxeVH/?img_index=1,82104,"your new daily comfort cleanser ☁️ with a lush, gentle, and comforting lather, pineapple refresh melts away makeup, spf, and other impurities without stripping or drying out your skin.  PGA gives bouncy, post-rinse hydration while green tea extract helps calm, soothe, and protect against environmental stressors.  add it to your rhode routine. only at rhodeskin.com ✨  + say hi to birthday girl + miss november, @haileybieber 🧁"
image,https://www.instagram.com/p/C2nIAxbx3_q/?img_index=1,48778,"the world of rhode now ft. pineapple refresh 🍍  rhode is a line of curated skincare essentials. we believe in simple, efficacious formulas designed for all skin types and to be used year round.  each multipurpose product is formulated to be an essential step in your routine, giving luminous, dewy hydration while nourishing your barrier and improving the look and feel of your skin over time.  your full rhode routine is now available at rhodeskin.com ♡"
video,https://www.instagram.com/p/C2klzTKR8cb/,12113,"you 💛 pineapple refresh  the first step in the full rhode routine, our new daily cleanser is formulated with skin-refreshing ingredients like PGA, green tea extract, and gentle pineapple enzymes to leave your skin clean, soft, and bouncy post-rinse.  available now at rhodeskin.com 🍍"
image,https://www.instagram.com/p/C2h-TDnx4FT/?img_index=1,48911,"THE ULTIMATE REFRESH 🍍 pineapple refresh, our balm-to-lather cleanser, has arrived.  safe for sensitive + acne-prone skin, it’s our gentle, effective formula designed to rinse the day away without leaving your skin feeling stripped or tight. the first step in the full rhode routine — a cleanser with clinically proven, long-lasting hydration.  hit refresh 🌊 only at rhodeskin.com"
video,https://www.instagram.com/p/C2fw-fgSkSw/,60383,the rhode bath bomb made a splash this week 🫧🍍 pineapple refresh arrives tomorrow at 9am PT.
image,https://www.instagram.com/p/C2feKK_PcTj/?img_index=1,68729,"rhode calendar girls: miss october, @candiceswanepoel 🐈‍⬛🎃🍍  your cleanser for every day, every month, every season — pineapple refresh arrives tomorrow 💛"
image,https://www.instagram.com/p/C2dHIc4SVwN/?img_index=1,11707,"skin-refreshing by day, makeup-melting by night. pineapple refresh arrives january 25th at 9am PT.  @ajokdaing as miss september 🌅"
image,https://www.instagram.com/p/C2c0xvhRuJW/?img_index=1,54173,our new pineapple refresh formula features antioxidant-rich superingredients like green tea extract that:  🏝️help to calm and soothe the skin 🏝️protect against daily environmental stressors like UV rays and pollution  an everyday escape for your skin. coming january 25th at 9am PT. join the waitlist at rhodeskin.com 💛  @haileybieber as miss august.
image,https://www.instagram.com/p/C2ajJNbynfW/?img_index=1,56702,sunshine in a bottle ☀️ pineapple refresh touches down in 3 days.  @candiceswanepoel as miss july 🍍
image,https://www.instagram.com/p/C2aQDBapT-P/?img_index=1,47866,"wash away the day 🛁  silky golden balm to lush, foamy bubbles, pineapple refresh cleanser has a unique, balm-to-lather texture that easily melts and rinses away spf, makeup, and dirt without stripping your skin or drying you out.  launching january 25th at 9am PT. join the waitlist at rhodeskin.com 💛"
video,https://www.instagram.com/p/C2X9J3SvoOZ/,61187,get unready with @haileybieber + @kensnation featuring our new pineapple refresh cleanser 💛🍍 coming january 25th at 9am PT to rhodeskin.com ✨
image,https://www.instagram.com/p/C2XsLFURVpH/?img_index=1,20965,"a tropical shower for your skin.  we wanted our cleanser to give you post-rinse hydration that lasts throughout the day, so we infused our formula with moisture-packed ingredients.  🚿glycerin - powerful humectant that helps draw moisture to the skin’s surface and retain water  🚿next-generation hyaluronic acid (hydroxypropyltrimonium hyaluronate) — its new technology is clinically-proven to increase the adhesion of HA to the skin while boosting hydration and barrier function  pineapple refresh arrives january 25 at 9am pt🍍  @biancakeii as miss may 💛"
image,https://www.instagram.com/p/C2VX4egvli7/?img_index=1,12384,"rhode calendar girls: meet miss april, @ajokdaing 🌴  PINEAPPLE REFRESH CLEANSER 🍍feels like a silky, golden balm that melts into lush, foamy bubbles 🍍good for all skin types, including sensitive skin 🍍fragrance-free formula 🍍available january 25th at 9am PT  join the waitlist at rhodeskin.com 🫶"
video,https://www.instagram.com/p/C2VNXlePTuh/,765675,the rhode bath bomb 🛁🍍🫧🧼🫶
image,https://www.instagram.com/p/C2SwpyePyEU/?img_index=1,62653,rhode calendar girls: miss march 🐰 @haileybieber
image,https://www.instagram.com/p/C2Shs1SRdPh/?img_index=1,18652,"we wanted to create a gentle daily cleanser with a skin-refreshing feel that lasts long after you rinse 🧽💦  a cleanser that wouldn’t leave skin feeling stripped, tight, dry or irritate your eyes — instead pineapple refresh leaves your barrier soft, bouncy, and hydrated.  after using pineapple refresh: ✔ 97% agreed it thoroughly removes makeup, dirt, impurities, and excess oil ✔ 94% agreed their skin feels supple, hydrated, and balanced ✔ 94% agreed their skin doesn’t feel dry, stripped, or tight  coming january 25th. join the waitlist at rhodeskin.com 🫧  *based on a 32-subject consumer perception study after two weeks of use."
image,https://www.instagram.com/p/C2QLFbCvul-/?img_index=1,18209,"rhode calendar girls: meet miss february, @biancakeii 🌹  fall in love with pineapple refresh: 💌 lush texture feels like an instant vacation 💌 melts away makeup and impurities 💌 gentle, natural exfoliation leaves skin petal soft  join the waitlist at rhodeskin.com ♡"
image,https://www.instagram.com/p/C2P9U9XRasI/?img_index=1,28299,"texts with HB ♡ one really good cleanser, 4 years in the making 𓇼  launching january 25th at 9am PT. join the waitlist at rhodeskin.com 🍍"
